IE_XML_ID;IE_NAME;IE_CODE;IC_GROUP1
8386;Icom IC-F61#63;8386;Портативные радиостанции
8385;Icom IC-F51#62;8385;Портативные радиостанции
8379;Icom IC-F4202DEX;8379;Портативные радиостанции
8378;Icom IC-F4162DS #93;8378;Портативные радиостанции
8254;Yaesu FTA-230;8254;Портативные радиостанции
8253;Yaesu FT-60R;8253;Портативные радиостанции
8252;Yaesu FT-257;8252;Портативные радиостанции
8251;Yaesu VX-8DR;8251;Портативные радиостанции
8250;Vector VT-44 Military Special (body);8250;Портативные радиостанции
8213;Vector VT-44 Military Scout;8213;Портативные радиостанции
8212;Vector VT-67;8212;Портативные радиостанции
8055;Hytera PD365LF;8055;Портативные радиостанции
8053;Hytera PD355LF;8053;Портативные радиостанции
8052;Hytera PD355;8052;Портативные радиостанции
8026;Icom ID-51;8026;Портативные радиостанции
8025;Icom IC-E92D (IC-92AD);8025;Портативные радиостанции
8024;Icom IC-F4029SDR;8024;Портативные радиостанции
8018;Icom IC-F3162DT #86;8018;Портативные радиостанции
8015;Icom IC-F3162DS #96;8015;Портативные радиостанции
8014;Icom IC-F3162DS #95;8014;Портативные радиостанции
8007;Icom IC-F3262DT #74;8007;Портативные радиостанции
8006;Icom IC-F3262DT #73;8006;Портативные радиостанции
8005;Icom IC-F3262DT #72;8005;Портативные радиостанции
8003;Icom IC-F3262DS #79;8003;Портативные радиостанции
8002;Icom IC-F3262DS #78;8002;Портативные радиостанции
8001;Icom IC-F3262DS #77;8001;Портативные радиостанции
8000;Icom IC-F3262DS #76;8000;Портативные радиостанции
7982;Icom IC-F3202DEX;7982;Портативные радиостанции
7907;Icom IC-F2000;7907;Портативные радиостанции
7906;Icom IC-F1000;7906;Портативные радиостанции
7858;Kenwood NX-200-ISK;7858;Портативные радиостанции
7830;Icom IC-4088SR;7830;Портативные радиостанции
7782;Roger KP-50;7782;Портативные радиостанции
7781;Roger KP-49;7781;Портативные радиостанции
7780;Roger KP-19;7780;Портативные радиостанции
7779;Roger KP-17;7779;Портативные радиостанции
7610;Kenwood Nexedge NX-300-ISK4;7610;Портативные радиостанции
7609;Kenwood Nexedge IS300K4BP0N;7609;Портативные радиостанции
7608;Kenwood Nexedge IS200K2BP0N;7608;Портативные радиостанции
7605;Kenwood IS300K2BP0N;7605;Портативные радиостанции
7604;Kenwood IS200KBP0N;7604;Портативные радиостанции
7602;Kenwood TK-2180-ISK2;7602;Портативные радиостанции
7600;Kenwood IS-3180K2BP1N;7600;Портативные радиостанции
7599;Kenwood IS-3180K4BP1N (Full Keypad);7599;Портативные радиостанции
7598;Kenwood IS-2180K2BP1N (Full Keypad);7598;Портативные радиостанции
7586;Kenwood IS-2180KBP1N;7586;Портативные радиостанции
7582;Kenwood TK-2260EXE2;7582;Портативные радиостанции
7581;Kenwood TK-D300E2;7581;Портативные радиостанции
7580;Kenwood TK-D300E;7580;Портативные радиостанции
7579;Kenwood TK-D300GE2;7579;Портативные радиостанции
7578;Kenwood TK-D300GE;7578;Портативные радиостанции
7577;Kenwood TK-D200E2;7577;Портативные радиостанции
7576;Kenwood TK-D200E;7576;Портативные радиостанции
7575;Kenwood TK-D200GE2;7575;Портативные радиостанции
7574;Kenwood TK-D200GE;7574;Портативные радиостанции
7571;Kenwood TK-3160M3;7571;Портативные радиостанции
7570;Kenwood TK-270GM;7570;Портативные радиостанции
7516;Kenwood PKT-03;7516;Портативные радиостанции
7246;Vostok ST-201;7246;Портативные радиостанции
7242;Vostok ST-51;7242;Портативные радиостанции
6136;Бизон KT45;6136;Портативные радиостанции
6083;Ajetrays AJ-436;6083;Портативные радиостанции
5844;Lira P-110L;5844;Портативные радиостанции
5843;Lira P-210L;5843;Портативные радиостанции
5842;Lira P-312;5842;Портативные радиостанции
5834;Lira P-280L;5834;Портативные радиостанции
5813;Lira P-510H;5813;Портативные радиостанции
5803;Lira P-580UV;5803;Портативные радиостанции
4869;Alinco DJ-V47;4869;Портативные радиостанции
4820;Alinco DJ-V17L;4820;Портативные радиостанции
4814;Alinco DJ-V17;4814;Портативные радиостанции
4791;Alinco DJ-S45CQ;4791;Портативные радиостанции
4764;Alinco DJ-S45TA;4764;Портативные радиостанции
4699;Hytera X1e G (MD);4699;Портативные радиостанции
4646;Hytera PD705 (MD);4646;Портативные радиостанции
4575;Alinco DJ-C7;4575;Портативные радиостанции
4566;Alinco DJ-175;4566;Портативные радиостанции
4348;Midland G-14;4348;Портативные радиостанции
4347;Midland G-10;4347;Портативные радиостанции
4346;Midland G-3;4346;Портативные радиостанции
4345;Midland GXT-1050;4345;Портативные радиостанции
4344;Midland GXT 900;4344;Портативные радиостанции
4343;Midland GXT 650;4343;Портативные радиостанции
4342;Midland G6XT;4342;Портативные радиостанции
4339;АРГУТ А-75;4339;Портативные радиостанции
4337;АРГУТ А-53;4337;Портативные радиостанции
4336;АРГУТ А-45;4336;Портативные радиостанции
4335;АРГУТ А-44;4335;Портативные радиостанции
4332;АРГУТ А-24 NEW;4332;Портативные радиостанции
4329;Ajetrays AJ-150;4329;Портативные радиостанции
4258;Ajetrays AJ-344U;4258;Портативные радиостанции
4257;Ajetrays AJ-444;4257;Портативные радиостанции
4256;Ajetrays AJ-450;4256;Портативные радиостанции
4255;Ajetrays AJ-434;4255;Портативные радиостанции
4252;Ajetrays AJ-344V;4252;Портативные радиостанции
4244;Hytera X1e G;4244;Портативные радиостанции
4239;Ajetrays AJ-144;4239;Портативные радиостанции
4173;Roger KP-60;4173;Портативные радиостанции
4171;Roger KP-55;4171;Портативные радиостанции
4170;Roger KP-47;4170;Портативные радиостанции
4168;Roger KP-23;4168;Портативные радиостанции
4166;Roger KP-16;4166;Портативные радиостанции
4164;Roger KP-15;4164;Портативные радиостанции
4150;Roger KP-14;4150;Портативные радиостанции
4106;Kenwood TK-2140;4106;Портативные радиостанции
4103;Kenwood TK-2180E;4103;Портативные радиостанции
4098;Kenwood TK-3180E;4098;Портативные радиостанции
4097;Kenwood TK-2212;4097;Портативные радиостанции
4094;Kenwood TK-2306;4094;Портативные радиостанции
4093;Kenwood TK-3306NM;4093;Портативные радиостанции
4074;Kenwood TK-2307;4074;Портативные радиостанции
4054;Kenwood TK-3307M2;4054;Портативные радиостанции
4050;Kenwood TK-3301E;4050;Портативные радиостанции
4010;Yaesu VX-3R;4010;Портативные радиостанции
4007;Yaesu FT-252;4007;Портативные радиостанции
3995;Yaesu VX-7R;3995;Портативные радиостанции
3993;Yaesu VX-170 / VX-177;3993;Портативные радиостанции
3992;Yaesu VX-120;3992;Портативные радиостанции
3991;Yaesu VX-150;3991;Портативные радиостанции
3990;Yaesu VX-110;3990;Портативные радиостанции
3989;Yaesu VX-8R;3989;Портативные радиостанции
3839;Vector VT-44 Military Special;3839;Портативные радиостанции
3837;Vector VT-44 Military #01;3837;Портативные радиостанции
3836;Vector VT-44 STD;3836;Портативные радиостанции
3833;Vector VT-44 Master;3833;Портативные радиостанции
3832;Vector VT-47 ULTRA;3832;Портативные радиостанции
3831;Vector VT-47 PILOT;3831;Портативные радиостанции
3830;Vector VT-47 M2;3830;Портативные радиостанции
3829;Vector VT-47 SPORT;3829;Портативные радиостанции
3828;Vector VT-48 W;3828;Портативные радиостанции
