IE_XML_ID;IE_NAME;IE_CODE;IC_GROUP1
11293;Grandstream GXP-1760;grandstream-gxp-1760;IP телефоны
8427;Grandstream GXP-1628;grandstream-gxp-1628;IP телефоны
8426;Grandstream GXP-1625;grandstream-gxp-1625;IP телефоны
8425;Grandstream GXP-1620;grandstream-gxp-1620;IP телефоны
11105;Grandstream GXP-1615;grandstream-gxp-1615;IP телефоны
8424;Grandstream GXP-1610;grandstream-gxp-1610;IP телефоны
14706;Gigaset Maxwell Basic;gigaset-maxwell-basic;IP телефоны
14707;Gigaset Maxwell 3;gigaset-maxwell-3;IP телефоны
13876;Fanvil X2P;fanvil-x2p;IP телефоны
10987;Fanvil H5;fanvil-h5;IP телефоны
10986;Fanvil H3;fanvil-h3;IP телефоны
12042;Fanvil H1;fanvil-h1;IP телефоны
14414;Escene WS620-PEGV4;escene-ws620-pegv4;IP телефоны
14413;Escene WS330-PEGV4;escene-ws330-pegv4;IP телефоны
12087;Escene WS282-PV4;escene-ws282-pv4;IP телефоны
12085;Escene WS118-PBV4;escene-ws118-pbv4;IP телефоны
14422;Escene HS118-PNW;escene-hs118-pnw;IP телефоны
12082;Escene HS118-PNB;escene-hs118-pnb;IP телефоны
12081;Escene HS108-PN;escene-hs108-pn;IP телефоны
12052;Escene ES620-PEG;escene-es620-peg;IP телефоны
4128;Escene ES330-PEN;escene-es330-pen;IP телефоны
14412;Escene ES330-PEGV4;escene-es330-pegv4;IP телефоны
14421;Escene ES282-PG;escene-es282-pg;IP телефоны
14411;Escene ES282-PC;escene-es282-pc;IP телефоны
14418;Escene ES280-V4;escene-es280-v4;IP телефоны
12049;Escene ES280-PV4;escene-es280-pv4;IP телефоны
14417;Escene ES206N;escene-es206n;IP телефоны
9944;Escene ES206-PN;escene-es206-pn;IP телефоны
12047;Escene ES205-PN;escene-es205-pn;IP телефоны
12045;Escene ES205-N;escene-es205-n;IP телефоны
4139;Escene CC800-N;escene-cc800-n;IP телефоны
4484;D-Link DPH-400SE/E/F3;d-link-dph-400se-e-f3;IP телефоны
4483;D-Link DPH-400SE/E/F2;d-link-dph-400se-e-f2;IP телефоны
4482;D-Link DPH-400S/E/F3;d-link-dph-400s-e-f3;IP телефоны
14833;Atcom A68;atcom-a68;IP телефоны
14832;Atcom A48W;atcom-a48w;IP телефоны
14831;Atcom A48;atcom-a48;IP телефоны
14830;Atcom A41W;atcom-a41w;IP телефоны
14864;Atcom A41 с б/п;atcom-a41-s-bp;IP телефоны
14829;Atcom A41;atcom-a41;IP телефоны
14862;Atcom A21;atcom-a21;IP телефоны
14861;Atcom A20W;atcom-a20w;IP телефоны
14834;Atcom A11 с б/п;atcom-a11-s-bp;IP телефоны
14827;Atcom A11;atcom-a11;IP телефоны
14858;Atcom A10W;atcom-a10w;IP телефоны
9986;Avaya 1608;9986;IP телефоны
9985;Avaya 1603SW;9985;IP телефоны
9982;Avaya 1603;9982;IP телефоны
9965;Avaya 9601;9965;IP телефоны
9961;Avaya 9650;9961;IP телефоны
9958;Avaya 9641GS;9958;IP телефоны
9953;Avaya 9621G;9953;IP телефоны
9948;Avaya 9611G;9948;IP телефоны
9946;Avaya 9608/9608C;9946;IP телефоны
9146;LG-ERICSSON WIT-400HE;9146;IP телефоны
8626;SkypeMate VM-01S;8626;IP телефоны
8625;SkypeMate USB-P4K;8625;IP телефоны
8622;SkypeMate USB-M3K;8622;IP телефоны
8349;Planet VIP254T;8349;IP телефоны
8095;Gigaset DX800A;8095;IP телефоны
8090;Grandstream GXP-2130;8090;IP телефоны
8089;Grandstream GXP-1450;8089;IP телефоны
8088;Grandstream GXP-1405;8088;IP телефоны
8087;Grandstream GXP-1400;8087;IP телефоны
8086;Grandstream GXP-1105;8086;IP телефоны
8085;Grandstream GXP-1100;8085;IP телефоны
7365;Yealink SIP-T27P;7365;IP телефоны
7303;Atcom AT-820P;7303;IP телефоны
7302;Atcom AT-820;7302;IP телефоны
7301;Atcom AT-810P;7301;IP телефоны
7300;Atcom AT-810;7300;IP телефоны
7298;Atcom AT-800DР;7298;IP телефоны
7297;Atcom AT-640P;7297;IP телефоны
7296;Atcom AT-620P;7296;IP телефоны
7295;Atcom AT-620;7295;IP телефоны
7294;Atcom AT-610P;7294;IP телефоны
7293;Atcom AT-610;7293;IP телефоны
7283;Atcom AT-530P;7283;IP телефоны
7282;Atcom AT-530 Ru;7282;IP телефоны
7281;Atcom Rainbow2;7281;IP телефоны
7280;Atcom Rainbow 1 L;7280;IP телефоны
7224;Yealink SIP-T23P;7224;IP телефоны
7191;Mocet IP2061;7191;IP телефоны
7190;Mocet IP2041;7190;IP телефоны
7054;Fanvil X5G;7054;IP телефоны
7053;Fanvil X5;7053;IP телефоны
7052;Fanvil X3P;7052;IP телефоны
7051;Fanvil X3 black / white;7051;IP телефоны
7049;Fanvil C400;7049;IP телефоны
6917;LG-ERICSSON WIT-400H;6917;IP телефоны
6909;LG-ERICSSON LIP-8050E;6909;IP телефоны
6908;LG-ERICSSON LIP-8040E;6908;IP телефоны
6907;LG-ERICSSON LIP-8024E;6907;IP телефоны
6906;LG-ERICSSON LIP-8024D;6906;IP телефоны
6905;LG-ERICSSON LIP-8012E;6905;IP телефоны
6904;LG-ERICSSON LIP-8008E;6904;IP телефоны
6903;LG-ERICSSON LIP-8002E;6903;IP телефоны
6886;LG-ERICSSON IP8850E.STGBK;6886;IP телефоны
6885;LG-ERICSSON IP8840E.STGBK;6885;IP телефоны
6884;LG-ERICSSON IP8830E.STGBK;6884;IP телефоны
6883;LG-ERICSSON IP8815E.STGBK;6883;IP телефоны
6882;LG-ERICSSON IP8802.STGBK;6882;IP телефоны
6881;LG-ERICSSON IP8802A.STGBK;6881;IP телефоны
5142;Hanlong UC802P;5142;IP телефоны
5141;Hanlong UC803P;5141;IP телефоны
5140;Hanlong UC804P;5140;IP телефоны
5139;Hanlong UC806P;5139;IP телефоны
5135;Hanlong UC840P;5135;IP телефоны
5134;Hanlong UC860P;5134;IP телефоны
5013;Hanlong UC842;5013;IP телефоны
5008;Hanlong UC862;5008;IP телефоны
4826;Digium D70;4826;IP телефоны
4825;Digium D50;4825;IP телефоны
4824;Digium D45;4824;IP телефоны
4823;Digium D40;4823;IP телефоны
4756;Matrix SETU VP248SE;4756;IP телефоны
4755;Matrix SETU VP248PE;4755;IP телефоны
4562;AudioCodes 440HD (HDEPSG);4562;IP телефоны
4561;AudioCodes 440HD (HDEG);4561;IP телефоны
4560;AudioCodes 430HD (HDE);4560;IP телефоны
4559;AudioCodes 430HD (HDEG);4559;IP телефоны
4558;AudioCodes 430HD (HDEPSG);4558;IP телефоны
4557;AudioCodes 430HD (HDEPS);4557;IP телефоны
4556;AudioCodes 420HD (HDPS);4556;IP телефоны
4555;AudioCodes 420HD (HDE);4555;IP телефоны
4554;AudioCodes 420HD (HDEPS);4554;IP телефоны
4553;AudioCodes 320HD (HDPS);4553;IP телефоны
4552;AudioCodes 320HD (HDE);4552;IP телефоны
4551;AudioCodes 310HD (HDE);4551;IP телефоны
4550;AudioCodes 310HD (HDPS);4550;IP телефоны
4538;Snom UC600;4538;IP телефоны
4537;Snom 870;4537;IP телефоны
4536;Snom 821;4536;IP телефоны
4534;Snom 720;4534;IP телефоны
4533;Snom 710;4533;IP телефоны
4532;Snom 370;4532;IP телефоны
4531;Snom 320;4531;IP телефоны
4530;Snom 300;4530;IP телефоны
4525;AudioCodes 320HD (HDEPS);4525;IP телефоны
4523;AudioCodes 310HD (HDEPS);4523;IP телефоны
4481;D-Link DPH-150SE/F3;4481;IP телефоны
4480;D-Link DPH-150SE/F2;4480;IP телефоны
4478;D-Link DPH-150S/F2;4478;IP телефоны
4477;D-Link DPH-400S/E/F1;4477;IP телефоны
4319;Panasonic KX-UT248RU-B;4319;IP телефоны
4318;Panasonic KX-UT136RU-B;4318;IP телефоны
4317;Panasonic KX-UT133RU-B;4317;IP телефоны
4316;Panasonic KX-UT123RU-B;4316;IP телефоны
4313;Panasonic KX-UT113RU-B;4313;IP телефоны
4271;Panasonic KX-NT343RU;4271;IP телефоны
4269;Panasonic KX-NT346RU;4269;IP телефоны
4268;Panasonic KX-NT366RU;4268;IP телефоны
4266;Panasonic KX-NT321RU;4266;IP телефоны
4191;Yealink SIP-T48G;4191;IP телефоны
4145;Escene WS290-N;4145;IP телефоны
4142;Escene GS320-P;4142;IP телефоны
4141;Escene GS330-P;4141;IP телефоны
4140;Escene CC800-PN;4140;IP телефоны
4138;Escene US102-PYN;4138;IP телефоны
4137;Escene US102-YN;4137;IP телефоны
4136;Escene ES220-PN;4136;IP телефоны
4135;Escene ES220-N;4135;IP телефоны
4134;Escene ES290-PN;4134;IP телефоны
4133;Escene ES290-N;4133;IP телефоны
4132;Escene ES292-PN;4132;IP телефоны
4131;Escene ES292-N;4131;IP телефоны
4130;Escene ES320-PN;4130;IP телефоны
4129;Escene ES320-N;4129;IP телефоны
4127;Escene ES410-PE;4127;IP телефоны
4126;Escene ES620-PE;4126;IP телефоны
4101;Grandstream GXP-2124 v2;4101;IP телефоны
4089;Fanvil C58P;4089;IP телефоны
4088;Fanvil C56P;4088;IP телефоны
4087;Fanvil F52P;4087;IP телефоны
4082;Fanvil C62;4082;IP телефоны
4056;Fanvil C58;4056;IP телефоны
4055;Fanvil C56;4055;IP телефоны
4043;Grandstream GXP2200;4043;IP телефоны
4042;Grandstream GXP1165;4042;IP телефоны
4041;Grandstream GXP1160;4041;IP телефоны
4036;Fanvil C66;4036;IP телефоны
4035;Fanvil C01;4035;IP телефоны
4033;Fanvil F52;4033;IP телефоны
3855;Yealink SIP-T46G;3855;IP телефоны
3854;Yealink SIP-T42G;3854;IP телефоны
3853;Yealink SIP-T41P;3853;IP телефоны
3852;Yealink SIP-T38G;3852;IP телефоны
3851;Yealink SIP-T32G;3851;IP телефоны
3850;Yealink SIP-T28P;3850;IP телефоны
3849;Yealink SIP-T26P;3849;IP телефоны
3848;Yealink SIP-T22P;3848;IP телефоны
3847;Yealink SIP-T21P;3847;IP телефоны
3846;Yealink SIP-T21;3846;IP телефоны
3845;Yealink SIP-T20P;3845;IP телефоны
3844;Yealink SIP-T20;3844;IP телефоны
3843;Yealink SIP-T19P;3843;IP телефоны
3842;Yealink SIP-T19;3842;IP телефоны
3840;Yealink SIP-T18P;3840;IP телефоны
14914;Grandstream GRP2616;14914;IP телефоны
14866;Atcom Rainbow1;14866;IP телефоны
14865;Atcom A68W;14865;IP телефоны
14863;Atcom A21 с б/п;14863;IP телефоны
14860;Atcom A20;14860;IP телефоны
14857;Atcom A10;14857;IP телефоны
14835;Fanvil X5S;14835;IP телефоны
14800;Fanvil X2C;14800;IP телефоны
14799;Fanvil X1;14799;IP телефоны
14798;Fanvil H2S;14798;IP телефоны
14797;Fanvil H2;14797;IP телефоны
14777;Yealink W80B;14777;IP телефоны
13858;Snom D712;13858;IP телефоны
13122;IPmatika PH658N;13122;IP телефоны
13120;IPmatika PH656NW;13120;IP телефоны
12863;Yealink SIP-T52S;12863;IP телефоны
12726;Panasonic KX-NT346RU-B;12726;IP телефоны
12089;Escene WS290-PN с б/п;12089;IP телефоны
12084;Escene HS118V2;12084;IP телефоны
12078;Escene GS620-PEN;12078;IP телефоны
12075;Escene GS410-PEN;12075;IP телефоны
12071;Escene GS330-PEN;12071;IP телефоны
12057;Escene GS292-PN;12057;IP телефоны
12055;Escene ES620-PEN;12055;IP телефоны
12039;Atcom Rainbow4 S (POE, без б/п);12039;IP телефоны
12035;Atcom Rainbow4 (POE, без б/п);12035;IP телефоны
12033;Atcom Rainbow3 S (POE, без б/п);12033;IP телефоны
12029;Atcom Rainbow3 (POE, без б/п);12029;IP телефоны
12027;Atcom Rainbow2 LW (POE, без б/п);12027;IP телефоны
12025;Atcom Rainbow 2 (POE, без б/п);12025;IP телефоны
11955;Yealink SIP-T58V;11955;IP телефоны
11444;Fanvil X6;11444;IP телефоны
11292;Fanvil X3G;11292;IP телефоны
11202;Motorola LEX L10;11202;IP телефоны
11196;Ubiquiti UniFi VoIP Phone Executive;11196;IP телефоны
11195;Ubiquiti UniFi VoIP Phone Pro;11195;IP телефоны
11194;Ubiquiti UniFi VoIP Phone;11194;IP телефоны
11021;Panasonic KX-NT511АRU;11021;IP телефоны
10979;Fanvil X4G;10979;IP телефоны
10976;Fanvil X4;10976;IP телефоны
10975;Fanvil X3SP;10975;IP телефоны
10974;Fanvil X3S;10974;IP телефоны
10088;Avaya 3645/6140;10088;IP телефоны
10087;Avaya 3641/6120;10087;IP телефоны
10062;Avaya 1230;10062;IP телефоны
10057;Avaya 1220;10057;IP телефоны
10054;Avaya 1210;10054;IP телефоны
10052;Avaya 1165E;10052;IP телефоны
10051;Avaya 1150E;10051;IP телефоны
10020;Avaya 1140E;10020;IP телефоны
10019;Avaya 1120E;10019;IP телефоны
10018;Avaya 1110;10018;IP телефоны
10008;Avaya E129;10008;IP телефоны
10007;Avaya E169;10007;IP телефоны
10004;Avaya 16СС;10004;IP телефоны
10003;Avaya 1616;10003;IP телефоны
16009;Yealink CP960 SfB;yealink-cp960-sfb;IP телефоны
15626;Yealink CP930W-Base;yealink-cp930w-base;IP телефоны
8336;Mobigater ED conf 01;8336;IP телефоны
7366;Yealink CP860;7366;IP телефоны
4539;Snom Meeting Point;4539;IP телефоны
4273;Panasonic KX-NT700;4273;IP телефоны
14432;Yealink CP930W;14432;IP телефоны
13870;Snom C520;13870;IP телефоны
12869;Yealink CP920;12869;IP телефоны
12464;Yealink CP960;12464;IP телефоны
10107;Avaya B169;10107;IP телефоны
10073;Avaya B179;10073;IP телефоны
10072;Avaya B189;10072;IP телефоны
9331;Yeastar N1;9331;IP АТС
9066;LG-ERICSSON SBG-1000.PKG;9066;IP АТС
8753;Yeastar N824;8753;IP АТС
8745;OpenVox IX210;8745;IP АТС
8744;OpenVox IX132;8744;IP АТС
8743;OpenVox iCallDroid spot;8743;IP АТС
8742;OpenVox iCallDroid;8742;IP АТС
8741;OpenVox iCallDroid (1 FXO, 1 FXS);8741;IP АТС
8058;Grandstream UCM6116;8058;IP АТС
7200;Atcom IP04;7200;IP АТС
7199;Atcom IP08;7199;IP АТС
7198;Atcom IP02;7198;IP АТС
7197;Atcom IP01;7197;IP АТС
7196;Atcom IP-4G;7196;IP АТС
7195;Atcom IP-2G4A;7195;IP АТС
7189;Mocet IG7600;7189;IP АТС
6811;LG-ERICSSON CM-MGC2.STG;6811;IP АТС
6808;LG-ERICSSON CM-S1K.STG;6808;IP АТС
6807;LG-ERICSSON CM-S2K.STG;6807;IP АТС
6659;LG-ERICSSON LIK-MFIM1200;6659;IP АТС
6658;LG-ERICSSON LIK-MFIM600;6658;IP АТС
6657;LG-ERICSSON LIK-MFIM300;6657;IP АТС
6656;LG-ERICSSON LIK-MFIM100;6656;IP АТС
6655;LG-ERICSSON LIK-MFIM50B;6655;IP АТС
6654;LG-ERICSSON LIK-MFIM50A;6654;IP АТС
6653;LG-Ericsson LIK-Micro;6653;IP АТС
6170;ERICSSON-LG SBG-1000.STG;6170;IP АТС
5050;Zycoo CooVox U20-A220;5050;IP АТС
5049;Zycoo CooVox U20-A202;5049;IP АТС
5009;АГАТ UX-3212;5009;IP АТС
5004;АГАТ UX-3420;5004;IP АТС
5003;АГАТ UX-3720;5003;IP АТС
5002;АГАТ UX-3410;5002;IP АТС
4999;АГАТ UX-2211;4999;IP АТС
4998;АГАТ UX-3730;4998;IP АТС
4997;АГАТ UX-3710;4997;IP АТС
4868;АГАТ UX-5110/FXO4;4868;IP АТС
4867;АГАТ UX-5111;4867;IP АТС
4312;Panasonic KX-TDE600RU;4312;IP АТС
4310;Panasonic KX-TDE200RU;4310;IP АТС
4309;Panasonic KX-TDE100RU;4309;IP АТС
4308;Panasonic KX-NCP500RU;4308;IP АТС
4307;Panasonic KX-NCP1000RU;4307;IP АТС
4099;Grandstream UCM6108;4099;IP АТС
4096;Grandstream UCM6104;4096;IP АТС
4091;Grandstream UCM6102;4091;IP АТС
3871;Yeastar MyPBX SOHO;3871;IP АТС
3870;Yeastar MyPBX Standard;3870;IP АТС
3869;Yeastar MyPBX U100;3869;IP АТС
3868;Yeastar MyPBX U200;3868;IP АТС
3867;Yeastar MyPBX U300;3867;IP АТС
3866;Yeastar MyPBX U500;3866;IP АТС
3865;Yeastar MyPBX U510;3865;IP АТС
3860;Yeastar MyPBX U520;3860;IP АТС
12695;Panasonic KX-NSX2000RU;12695;IP АТС
12692;Panasonic KX-NSX1000RU;12692;IP АТС
12690;Panasonic KX-HTS824RU;12690;IP АТС
11300;Grandstream UCM6208;11300;IP АТС
11298;Grandstream UCM6204;11298;IP АТС
11297;Grandstream UCM6202;11297;IP АТС
11055;Panasonic KX-NS500RU;11055;IP АТС
11053;Panasonic KX-NS1000RU;11053;IP АТС
10574;Yeastar D30;10574;IP АТС
10572;Yeastar S20;10572;IP АТС
10571;Yeastar S300;10571;IP АТС
10568;Yeastar S100;10568;IP АТС
10489;Yeastar N412;10489;IP АТС
10108;Avaya IPO 500 V2;10108;IP АТС
9231;Grandstream GXV-3674VF_HD;9231;IP видеокамеры
9230;Grandstream GXV-3674VF_FHD;9230;IP видеокамеры
9228;Grandstream GXV-3672_FHD_36 v2 (белая);9228;IP видеокамеры
9226;Grandstream GXV-3651_FHD;9226;IP видеокамеры
8772;Satvision SNI-B212;8772;IP видеокамеры
8771;Satvision SNI-S412VW;8771;IP видеокамеры
8770;Satvision SVI-S322V;8770;IP видеокамеры
8765;Satvision SVI-S122;8765;IP видеокамеры
8764;Satvision SVI-S112;8764;IP видеокамеры
7841;Milesight MS-C3567-FPN;7841;IP видеокамеры
7840;Milesight MS-C3567-PN;7840;IP видеокамеры
7836;Milesight MS-C3366-FP;7836;IP видеокамеры
7835;Milesight MS-C3363-FPN;7835;IP видеокамеры
7492;Milesight MS-C3363-PN;7492;IP видеокамеры
7382;Milesight MS-C3263-PN;7382;IP видеокамеры
7374;Milesight MS-C2163-PN;7374;IP видеокамеры
7373;Milesight MS-C2162-VP;7373;IP видеокамеры
7372;Milesight MS-C2162-FP;7372;IP видеокамеры
7369;Milesight MS-C2162-EP;7369;IP видеокамеры
4381;Panasonic WV-SW316LE;4381;IP видеокамеры
4380;Panasonic WV-SW316E;4380;IP видеокамеры
4379;Panasonic WV-SP509E;4379;IP видеокамеры
4378;Panasonic WV-SP508E;4378;IP видеокамеры
4377;Panasonic WV-SP306E;4377;IP видеокамеры
4363;Panasonic WV-SP305E;4363;IP видеокамеры
4362;Panasonic WV-SP302E;4362;IP видеокамеры
4361;Panasonic WV-NP502E;4361;IP видеокамеры
4360;Panasonic WV-SP105E;4360;IP видеокамеры
4357;Panasonic WV-SP102E;4357;IP видеокамеры
4298;Milesight MS-C3367-P;4298;IP видеокамеры
4297;Milesight MS-C2663-P;4297;IP видеокамеры
4291;Milesight MS-C2662-FP;4291;IP видеокамеры
4289;Milesight MS-C3366-VP;4289;IP видеокамеры
14871;Milesight MS-C2963-PB;14871;IP видеокамеры
14870;Milesight Mini MS-C2163-PNA;14870;IP видеокамеры
12718;Panasonic KX-NTV160NE;12718;IP видеокамеры
12716;Panasonic KX-NTV150NE;12716;IP видеокамеры
12113;Grandstream GXV3601HD;12113;IP видеокамеры
12102;Milesight MS-C2962-FPB;12102;IP видеокамеры
12101;Milesight MS-C3363-FPNA;12101;IP видеокамеры
12100;Milesight MS-C3263-FPNA;12100;IP видеокамеры
12097;Milesight MS-C2963-FPB;12097;IP видеокамеры
12095;Milesight MS-C2163-FPN;12095;IP видеокамеры
12094;Milesight MS-C2162-FPN;12094;IP видеокамеры
12093;Milesight MS-C3362-FPNA;12093;IP видеокамеры
12092;Milesight MS-C3262-FPNA;12092;IP видеокамеры
11126;Grandstream GXV3672 FHD v2;11126;IP видеокамеры
11124;Grandstream GXV3672 HD v2;11124;IP видеокамеры
9219;Grandstream GXV-3615WP_HD;9219;IP видеокамеры
7850;Milesight MS-C3596-PW;7850;IP видеокамеры
7383;Milesight MS-C3291-PW;7383;IP видеокамеры
7381;Milesight MS-C2191-PW;7381;IP видеокамеры
4427;Panasonic BL-VT164E;4427;IP видеокамеры
4426;Panasonic WV-SW174WE;4426;IP видеокамеры
4425;Panasonic WV-SW175E;4425;IP видеокамеры
4424;Panasonic WV-SW172E;4424;IP видеокамеры
4421;Panasonic WV-ST165E;4421;IP видеокамеры
4420;Panasonic WV-ST162E;4420;IP видеокамеры
4356;Panasonic BL-VP104WE;4356;IP видеокамеры
4355;Panasonic BL-VP104E;4355;IP видеокамеры
4353;Panasonic BL-VP101E;4353;IP видеокамеры
9225;Grandstream GXV-3662_FHD;9225;IP видеокамеры
9224;Grandstream GXV-3662_HD;9224;IP видеокамеры
9223;Grandstream GXV-3611_HD;9223;IP видеокамеры
9222;Grandstream GXV-3611IR_HD;9222;IP видеокамеры
9221;Grandstream GXV-3610_FHD;9221;IP видеокамеры
8776;Satvision SNI-D311M;8776;IP видеокамеры
8775;Satvision SVI-D322V;8775;IP видеокамеры
8774;Satvision SVI-D422;8774;IP видеокамеры
8773;Satvision SVI-D412;8773;IP видеокамеры
7849;Milesight MS-C3688-P;7849;IP видеокамеры
7848;Milesight MS-C3689-P;7848;IP видеокамеры
7846;Milesight MS-C3587-P;7846;IP видеокамеры
7844;Milesight MS-C3586-P;7844;IP видеокамеры
7843;Milesight MS-C3582-P;7843;IP видеокамеры
7842;Milesight MS-C3581-P;7842;IP видеокамеры
7378;Milesight MS-C2182-P;7378;IP видеокамеры
7376;Milesight MS-C2181-P;7376;IP видеокамеры
4438;Panasonic WV-SW598;4438;IP видеокамеры
4437;Panasonic WV-SW396AE;4437;IP видеокамеры
4436;Panasonic WV-SW396E;4436;IP видеокамеры
4435;Panasonic WV-SW395AE;4435;IP видеокамеры
4433;Panasonic WV-SW395E;4433;IP видеокамеры
4432;Panasonic WV-SC588;4432;IP видеокамеры
4431;Panasonic WV-SC386E;4431;IP видеокамеры
4430;Panasonic WV-SC385E;4430;IP видеокамеры
4429;Panasonic WV-SC384E;4429;IP видеокамеры
4415;Panasonic WV-SFV611L;4415;IP видеокамеры
4414;Panasonic WV-SFV631L;4414;IP видеокамеры
4413;Panasonic WV-SW559E;4413;IP видеокамеры
4412;Panasonic WV-SW558E;4412;IP видеокамеры
4411;Panasonic WV-SW458ME;4411;IP видеокамеры
4410;Panasonic WV-SW458E;4410;IP видеокамеры
4409;Panasonic WV-SW355E;4409;IP видеокамеры
4408;Panasonic WV-SW352E;4408;IP видеокамеры
4407;Panasonic WV-SW115;4407;IP видеокамеры
4406;Panasonic WV-SW158;4406;IP видеокамеры
4405;Panasonic WV-SW155E;4405;IP видеокамеры
4404;Panasonic WV-SW152E;4404;IP видеокамеры
4403;Panasonic WV-SFR611L;4403;IP видеокамеры
4402;Panasonic WV-SFR631L;4402;IP видеокамеры
4401;Panasonic WV-SF549E;4401;IP видеокамеры
4400;Panasonic WV-SF548E;4400;IP видеокамеры
4398;Panasonic WV-SFN611L;4398;IP видеокамеры
4395;Panasonic WV-SFN631L;4395;IP видеокамеры
4394;Panasonic WV-SF539E;4394;IP видеокамеры
4393;Panasonic WV-SF538E;4393;IP видеокамеры
4392;Panasonic WV-SF448E;4392;IP видеокамеры
4391;Panasonic WV-SF438E;4391;IP видеокамеры
4390;Panasonic WV-SF346E;4390;IP видеокамеры
4389;Panasonic WV-SF342E;4389;IP видеокамеры
4388;Panasonic WV-SF336E;4388;IP видеокамеры
4387;Panasonic WV-SF335E;4387;IP видеокамеры
4386;Panasonic WV-SF332E;4386;IP видеокамеры
4385;Panasonic WV-SF138;4385;IP видеокамеры
4384;Panasonic WV-SF135E;4384;IP видеокамеры
4383;Panasonic WV-SF132E;4383;IP видеокамеры
4382;Panasonic WV-NW502SE;4382;IP видеокамеры
4296;Milesight MS-C2682-P;4296;IP видеокамеры
4295;Milesight MS-C3682-P;4295;IP видеокамеры
4294;Milesight MS-C3681-P;4294;IP видеокамеры
4293;Milesight MS-C2681-P;4293;IP видеокамеры
4292;Milesight MS-C3372-VP;4292;IP видеокамеры
14872;Milesight MS-C2173-P;14872;IP видеокамеры
12099;Milesight MS-C2973-PB;12099;IP видеокамеры
12091;Milesight MS-C2173;12091;IP видеокамеры
12090;Milesight MS-C3576-FPNA;12090;IP видеокамеры
12088;Milesight MS-C3372-FPNA;12088;IP видеокамеры
12086;Milesight MS-C3272-FPNA;12086;IP видеокамеры
12083;Milesight MS-C2172-FPNA;12083;IP видеокамеры
4563;Panasonic BL-VT164WE;4563;IP видеокамеры
9288;Yealink VC110-VCP40;9288;Видеоконференцсвязь
9287;Yealink VC110-VCM60;9287;Видеоконференцсвязь
4084;Fanvil D100;4084;Видеоконференцсвязь
14848;Grandstream GVC3200 с аудио модулем;14848;Видеоконференцсвязь
14403;Yealink CTP20;14403;Видеоконференцсвязь
13789;Yealink VC Desktop;13789;Видеоконференцсвязь
13788;Yealink VC880;13788;Видеоконференцсвязь
13787;Yealink VC200-WP;13787;Видеоконференцсвязь
13786;Yealink VC200;13786;Видеоконференцсвязь
13785;Yealink VC500-Exclude Mic;13785;Видеоконференцсвязь
13783;Yealink VC500 Pro-Exclude Mic;13783;Видеоконференцсвязь
13782;Yealink VC500-Wireless Micpod-WP;13782;Видеоконференцсвязь
13779;Yealink VC500-Wireless Micpod;13779;Видеоконференцсвязь
13777;Yealink VC500-Phone-Wired-WP;13777;Видеоконференцсвязь
13775;Yealink VC500-Phone-Wired;13775;Видеоконференцсвязь
13773;Yealink VC800-Exclude Mic;13773;Видеоконференцсвязь
13772;Yealink VC800-Phone-WP;13772;Видеоконференцсвязь
13771;Yealink VC800-Phone-Wireless;13771;Видеоконференцсвязь
13393;Yealink VDK400;13393;Видеоконференцсвязь
13391;Yealink VDK120;13391;Видеоконференцсвязь
13376;Yealink VDK110;13376;Видеоконференцсвязь
13178;Grandstream GVC3210;13178;Видеоконференцсвязь
12864;Yealink CAM50;12864;Видеоконференцсвязь
12705;Panasonic KX-VC2000;12705;Видеоконференцсвязь
12702;Panasonic KX-VC1000;12702;Видеоконференцсвязь
11857;Yealink VC800;11857;Видеоконференцсвязь
11426;Yealink VC120-12X-VCP41-8way;11426;Видеоконференцсвязь
11425;Yealink VC120-12X-VCP41;11425;Видеоконференцсвязь
11424;Yealink VC120-12X-VCM30-8way;11424;Видеоконференцсвязь
11423;Yealink VC120-12X-VCM30;11423;Видеоконференцсвязь
11422;Yealink VC110-VCP41;11422;Видеоконференцсвязь
11210;Panasonic KX-VC300CX;11210;Видеоконференцсвязь
11208;Panasonic KX-VC1600;11208;Видеоконференцсвязь
11154;Panasonic KX-VC1300;11154;Видеоконференцсвязь
10830;Grandstream GVC3202;10830;Видеоконференцсвязь
10220;Yealink VC120-VCM60;10220;Видеоконференцсвязь
10218;Yealink VC120-VCP40;10218;Видеоконференцсвязь
10217;Yealink VC400-VCP40;10217;Видеоконференцсвязь
8542;OpenVox DGW-1002;8542;VoIP шлюзы
8541;OpenVox DGW-1004;8541;VoIP шлюзы
8540;OpenVox DGW-1004R;8540;VoIP шлюзы
8539;OpenVox DGW-1002R;8539;VoIP шлюзы
8538;OpenVox DGW-1001R;8538;VoIP шлюзы
8537;OpenVox DGW-1001;8537;VoIP шлюзы
8083;Grandstream GXW-4248;8083;VoIP шлюзы
8082;Grandstream GXW-4232;8082;VoIP шлюзы
8081;Grandstream GXW-4224;8081;VoIP шлюзы
8080;Grandstream GXW-4216;8080;VoIP шлюзы
8079;Grandstream GXW-4008;8079;VoIP шлюзы
8078;Grandstream GXW-4004;8078;VoIP шлюзы
8077;Grandstream GXW-4108;8077;VoIP шлюзы
8076;Grandstream GXW-4104;8076;VoIP шлюзы
7744;DBL RoIP 102;7744;VoIP шлюзы
7743;DBL RoIP 302M;7743;VoIP шлюзы
