IE_XML_ID;IE_NAME;IE_CODE
13791;Программатор Vector PRO;13791
13793;Vector BC-44 TURBO;13793
13794;Vector BP-44 TURBO;13794
13796;Vector BP-44 HS;13796
13797;Vector BC-44 HS;13797
13798;Vector BC-44 STD;13798
13799;Vector BP-44 STD;13799
13966;Alinco ERW-13;13966
13974;Alinco EBP-102;13974
13975;Alinco EBP-50N;13975
13976;Alinco EBP-51N;13976
13977;Alinco EBP-73;13977
13978;Alinco EBP-58N;13978
13979;Alinco EBP-63;13979
13980;Alinco EBP-64 СКРЫТ;13980
13981;Alinco EBP-65;13981
13982;Alinco EBP-68;13982
13983;Alinco EBP-87;13983
13984;Alinco EBP-88N;13984
13985;Alinco EBP-88H СКРЫТ;13985
13988;Alinco EDC-94;13988
13989;Alinco EDC-133;13989
13990;Alinco EDC-144;13990
13991;Alinco EDC-147;13991
13992;Alinco EDC-159;13992
13993;Alinco EDC-160;13993
13996;Alinco EDC-189;13996
13997;Alinco EDC-189-6;13997
14000;Alinco EDS-10;14000
14001;Alinco EDS-14;14001
14002;Alinco EDS-11;14002
14003;Alinco EDC-36;14003
14004;Alinco CPL-1;14004
14005;Alinco EDH-34;14005
14006;Alinco EDH-40/2;14006
14007;Alinco EDH-40;14007
14008;Alinco ESC-41;14008
14009;Alinco ESC-500;14009
14010;Alinco ESC-10;14010
14011;Alinco ESC-11;14011
14012;Alinco ESC-50;14012
14019;Alinco EME-12;14019
14020;Alinco EME-56A;14020
14021;Alinco EME-15;14021
14022;Alinco EMS-59;14022
14023;Alinco EMS-76;14023
14036;Бизон VB32;14036
14039;Бизон KHS2;14039
14040;Бизон KHS7;14040
14041;Бизон KHS8;14041
14042;Бизон KHS9;14042
14043;Бизон KB40;14043
14049;TurboSky PMT-1;14049
14050;TurboSky TV-5;14050
14051;TurboSky TK-7;14051
14052;TurboSky TK-6;14052
14053;TurboSky TK-3F;14053
14058;Comrade PMC-1;14058
14059;Comrade CM-3 R8;14059
14062;Comrade PMCGP-1;14062
14063;Comrade CM-3F;14063
14064;Comrade CMCP-5;14064
14068;Comrade CMCP-8;14068
14069;Comrade CMCP-6;14069
14070;Comrade CMGP-8;14070
14071;Comrade CMGP-6;14071
14072;Comrade CMGP-3F;14072
14073;Comrade CMGP-5;14073
14075;Comrade CMGP-3 Black;14075
14078;Comrade BCC-R3;14078
14079;Comrade BCC-R4;14079
14080;Comrade BCC-R5;14080
14081;Comrade BCC-R6;14081
14082;Comrade BCC-R7;14082
14083;Comrade BCC-R8;14083
14084;TurboSky BCT-R2;14084
14085;TurboSky BCT-T3;14085
14086;TurboSky BCT-T4;14086
14087;TurboSky BCT-T5;14087
14088;Бизон VH50;14088
14089;Бизон KL25M;14089
14090;Бизон KH25;14090
14091;Бизон KH65;14091
14092;Бизон KH45;14092
14094;Бизон KSM15;14094
14095;Бизон KSM25;14095
14096;Бизон PR15;14096
14097;Бизон CA65;14097
14098;Бизон AN65U;14098
14099;АКБ ГРИФОН G-6;14099
14100;АКБ ГРИФОН G-34;14100
14101;ЗУ ГРИФОН G-44;14101
14102;ЗУ ГРИФОН G-6;14102
14103;Сетевой адаптер для ГРИФОН G-6;14103
14104;ЗУ ГРИФОН G-45;14104
14105;Сетевой адаптер для ГРИФОН;14105
14107;Аргут НМ-23;14107
14108;Аргут НМ-66;14108
14111;Аргут АКБ А-24 LED;14111
14112;Аргут АКБ А-25 NEW;14112
14113;Кейс под батарейки Аргут А-23/24 NEW;14113
14114;Аргут АКБ А-43;14114
14115;Аргут АКБ А-41 NEW;14115
14116;Аргут АКБ А-41/А-75;14116
14118;Аргут кабель USB;14118
14119;Аргут кабель COM;14119
14120;Аргут А-73 З/У;14120
14124;Аргут З/У А-43;14124
14456;Motorola PMMN4046;14456
14473;Motorola PMNN4158;14473
14514;Caltta AD200;14514
14515;Caltta AD100;14515
14519;Caltta AD500;14519
14520;Caltta AD520;14520
14522;Caltta AD700;14522
14523;Caltta AD790;14523
14524;Caltta AA100;14524
14526;Caltta AA110;14526
14527;Caltta AA200;14527
14528;Caltta AA180;14528
14529;Caltta AF501;14529
14531;Caltta AF701;14531
14532;Caltta AD792;14532
14533;Caltta AA410;14533
14534;Caltta AF730;14534
14536;Caltta AC700;14536
14538;Caltta AC950;14538
14539;Caltta AC800;14539
14576;Motorola PMMN4067;14576
14595;Motorola PMLN6688;14595
14596;Motorola PMLN6705;14596
14597;Motorola PS000042A12;14597
14598;Motorola PMLN7157;14598
14599;Motorola PMNN4468;14599
14600;Motorola PMLN7158;14600
14601;Motorola PMLN7102;14601
14602;Motorola PMLN7110;14602
14603;Motorola PMPN4297;14603
14609;Motorola PMLN7270;14609
14610;Motorola PMLN6755;14610
14613;Motorola PMNN4407;14613
14614;Motorola PMNN4448;14614
14615;Motorola PMNN4544;14615
14616;Motorola NNTN8525;14616
14617;Motorola PMPN4289;14617
14618;Motorola WPLN4220;14618
14619;Motorola WPLN4213;14619
14620;Motorola WPLN4255;14620
14624;Motorola NNTN8459;14624
14625;Motorola PMLN4620;14625
14626;Motorola PMLN6069;14626
14627;Motorola PMLN6125;14627
14628;Motorola PMLN6126;14628
14629;Motorola PMLN6830;14629
14630;Motorola PMLN7188;14630
14631;Motorola PMLN7560;14631
14636;Motorola RLN5887;14636
14637;Motorola RLN6284;14637
14641;Motorola PMKN4071;14641
14666;Motorola GMMN4580;14666
14668;Motorola PMLN6087;14668
14669;Motorola PMLN6089;14669
14670;Motorola PMLN6090;14670
14671;Motorola PMLN6092;14671
14672;Motorola PMLN6333;14672
14673;Motorola PMLN6368;14673
14677;Motorola RMN5123;14677
14678;Motorola NNTN8840;14678
14679;Motorola PMLN7156;14679
14680;Motorola PMLN6761;14680
14682;Vector HB-44;14682
14683;Vector HS-44 Combat;14683
14684;Vector AM-27 MAG;14684
14685;Vector AM-27 POWER;14685
14906;Motorola MH-360S;14906
15276;Бизон KHS1 / S1S;15276
15278;Бизон LM85;15278
15279;Бизон KH25L / KH25M;15279
15281;Бизон KB1800;15281
15282;Бизон KB30;15282
15283;Бизон PR15S;15283
15285;Бизон PRMS;15285
15287;Бизон PR100P;15287
15288;Бизон KH85D;15288
15300;Бизон KH15;15300
15301;Бизон AASB;15301
15330;Vostok BP-71;15330
15331;Vostok BP-101DW;15331
15334;Vostok BC-52+AC-52;15334
15335;Vostok BC-71+AC-71;15335
15336;Vostok BC-203+AC-203;15336
15337;Vostok BP-203;15337
15338;Vostok HDH-12;15338
15340;Vostok HDH-14;15340
15341;Vostok HDH-16;15341
15342;Vostok HBL-1;15342
15343;Vostok HBL-3;15343
15345;Vostok HBT-1;15345
15346;Vostok HBT-3;15346
15347;Vostok HLG-3;15347
15348;Vostok SM-100;15348
15391;Терек РМ-302 тангента;15391
15436;Аргут РК-301Н АКБ;15436
15437;Аргут А-55 АКБ;15437
15438;Аргут А-36 АКБ;15438
15439;Аргут А-73 АКБ;15439
15441;Аргут А-55 АКБ 1500 мАч;15441
15442;Аргут А-25 АКБ;15442
15443;Аргут А-24/А-36/А-41 ЗУ;15443
15445;Аргут А-54/А-74/РК-301М ЗУ;15445
15446;Аргут А-73 ЗУ;15446
15447;Аргут А-25 ЗУ;15447
15448;Аргут А-55 ЗУ;15448
15450;Аргут А-43/44/45 ЗУ;15450
15451;Аргут А-43/44/45 ЗУ АП;15451
15452;Аргут А-74 ЗУ;15452
15453;Грифон G-3 ЗУ;15453
15454;Грифон G-6 ЗУ;15454
15455;Грифон G-34 ЗУ;15455
15456;Грифон G-34 ЗБ;15456
15460;Грифон G-3 АКБ;15460
15543;Motorola PMKN4128A;15543
17240;Alinco ERW-14;alinco-erw-14
17243;Alinco ERW-15 USB;alinco-erw-15-usb
17244;Alinco ERW-17;alinco-erw-17
17245;Alinco EBP-64;alinco-ebp-64
17246;Alinco EBP-88H;alinco-ebp-88h
17247;Alinco EBP-101;alinco-ebp-101
3961;Motorola GLN7318;3961
3962;Motorola GLN7326;3962
3964;Motorola HSN8145;3964
3965;Motorola GKN6266;3965
3966;Motorola GPN6145;3966
3967;Motorola GLN7324;3967
4685;Hytera SM11R1;4685
4686;Hytera SM07R2;4686
4687;Hytera SM07R1;4687
4688;Hytera SM10R2;4688
4689;Hytera SM09S2;4689
4690;Hytera BRK04;4690
4691;Hytera PWC06;4691
4692;Hytera POA15;4692
4693;Hytera PC21;4693
4694;Hytera TM600 ПО;4694
4695;Hytera CP09;4695
4702;Hytera PWC03;4702
4703;Hytera PWC04;4703
4704;Hytera TR800 ПО;4704
4806;Hytera PS7502;4806
4807;Hytera SM18A1;4807
4808;Hytera NCN010;4808
4809;Hytera BRK17;4809
4811;Hytera POA45;4811
4812;Hytera PC37;4812
4813;Hytera PC47;4813
4815;Hytera PC49;4815
4816;Hytera BC00005;4816
4870;Hytera PC40;4870
4871;Hytera PWC11;4871
4872;Hytera PS22002 (L);4872
4874;Hytera SM16A1;4874
4875;Hytera SM16A2;4875
4876;Hytera SM10A1;4876
4877;Hytera BRK09;4877
4878;Hytera BRK16;4878
4879;Hytera BRK12;4879
4880;Hytera BRK14;4880
4881;Hytera BRK19;4881
5190;Hytera BRK08;5190
5192;Hytera SM20A1;5192
5193;Hytera SM09D1;5193
5194;Hytera SM19A1;5194
5196;Hytera PS16001;5196
5197;Hytera GPS04;5197
5214;Hytera PWC10;5214
5296;Ajetrays AJ-777;5296
6150;Бизон PM9000;6150
6151;Бизон PR-9000;6151
8667;Icom UR-FR5000 #73;8667
8674;Icom UR-FR5100 # 72;8674
8675;Icom UR-FR5100 #74;8675
8676;Icom UR-FR6100 #74;8676
8677;Icom UR-FR6100 #72;8677
8678;Icom UR-FR6000 #73;8678
8679;Icom UC-FR5000 #12;8679
8684;Icom IC-PW1;8684
9881;аккумулятор;9881
10522;Motorola RLN4801;10522
11986;SURECOM SA-250;11986
11987;SURECOM SA-160;11987
11988;SURECOM SW-33;11988
11989;SURECOM SW-102S;11989
12495;Комбат ИПМ-725БП;12495
13459;Icom SP-41;13459
13509;ИПМ-725;13509
13510;ИПМ-715А;13510
13511;ИПМ-715Д;13511
13923;Alinco ERW-12;13923
13951;Alinco DM-340MV;13951
13952;Alinco DM-30E;13952
13953;Alinco DM-430E;13953
13954;Alinco DM-330FXE;13954
13955;Alinco EMS-14;13955
13956;Alinco EMS-70;13956
13957;Alinco EMS-64;13957
13958;Alinco EMS-57;13958
13959;Alinco EMS-53;13959
13962;Alinco ERW-10;13962
13963;Alinco ERW-4 USB;13963
13965;Alinco ERW-4 COM;13965
13967;Alinco ERW-8;13967
13968;Alinco ERW-7 USB;13968
13969;Alinco ADUA38;13969
13995;Alinco EDC-168;13995
14093;Бизон PRM;14093
14604;Motorola PMMN4071;14604
14605;Motorola PMMN4073;14605
14606;Motorola PMMN4076;14606
14607;Motorola PMMN4108;14607
14608;Motorola WADN4190;14608
14611;Motorola PMKN4115B;14611
14612;Motorola PMKN4117B;14612
14621;Motorola MDRLN4885;14621
14622;Motorola NNTN8382;14622
14623;Motorola NNTN8383;14623
14632;Motorola PMMN4024;14632
14633;Motorola PMMN4025;14633
14634;Motorola PMMN4040;14634
14635;Motorola PMMN4050;14635
14638;Motorola PMKN4012B;14638
14639;Motorola PMKN4013C;14639
14640;Motorola PMKN4040;14640
14642;Motorola PMLN6481;14642
14643;Motorola PMMN4089;14643
14644;Motorola PMMN4090;14644
14645;Motorola PMMN4091;14645
14646;Motorola PMMN4098;14646
14647;Motorola RLN4836;14647
14648;Motorola RLN4857;14648
14649;Motorola RLN4858;14649
14650;Motorola RSN4001;14650
14651;Motorola HMN4098;14651
14652;Motorola PMLN7131;14652
14654;Motorola RLN5926;14654
14655;Motorola RLN5929;14655
14656;Motorola RMN5050;14656
14657;Motorola RMN5052;14657
14658;Motorola RMN5053;14658
14659;Motorola RMN5054;14659
14660;Motorola RMN5127;14660
14661;Motorola RSN4002;14661
14662;Motorola RSN4003;14662
14663;Motorola RSN4004;14663
14664;Motorola HPN4007;14664
14665;Motorola PMPN4076A;14665
14667;Motorola PMLN6047;14667
14676;Motorola PMMN4094;14676
14681;Motorola PMMN4075;14681
14908;Anli DP-15A;14908
15277;Бизон PMD9000;15277
15457;Блок питания АРГУТ;15457
15542;Motorola PMKN4147A;15542
15564;Радиал MF-3;15564
15565;Motorola PMKN4010B;15565
17238;Alinco EMS-54;alinco-ems-54
17248;Alinco ADUA52;alinco-adua52
3880;Yealink YHS32;3880
3881;Mairdi MRD-308S;3881
3882;Mairdi MRD-308DS;3882
3883;Mairdi MRD-509S;3883
3884;Mairdi MRD-509DS;3884
3885;Mairdi MRD-510S;3885
3886;Mairdi MRD-510DS;3886
3887;Mairdi MRD-512S;3887
3888;Mairdi MRD-512DS;3888
3889;Mairdi MRD-609;3889
3891;Mairdi MRD-609D;3891
3892;Mairdi MRD-QD002;3892
3893;Mairdi MRD-QD002(A);3893
3894;Mairdi MRD-QD005;3894
3895;Mairdi MRD-QD005;3895
3896;Mairdi MRD-QD012;3896
3897;Mairdi MRD-USB001;3897
3898;Mairdi MRD-QD011;3898
4085;Fanvil HT101;4085
4542;Snom HS-MM2;4542
4547;Snom PA-1;4547
5401;Plantronics BlackWire C510;5401
5405;Plantronics BlackWire C610M;5405
5480;Jabra GN2000 (2003-820-104);5480
5481;Jabra GN2000 Duo WB (wideband) (2019-82-04) ;5481
5504;Jabra GN2000 Duo, SoundTube (2019-02-04) ;5504
5505;Jabra GN2000 Duo Narrow Band;5505
5506;Jabra GN2000 Duo SoundTube Narrow Band ;5506
5507;Jabra UC VOICE 150 mono;5507
5508;Jabra UC voice 550 mono ;5508
5509;Jabra UC Voice 750 Mono Light;5509
5510;Jabra UC Voice 750 Mono Drk;5510
5511;Jabra GN1900 USB Mono;5511
5512;Jabra GN2000 USB Mono NC;5512
5513;Jabra GN2000 USB CIPC Mono;5513
5514;Jabra UC VOICE 150 duo;5514
5515;Jabra UC voice 550 duo;5515
5516;Jabra UC Voice 750 Duo Dark;5516
5517;Jabra UC Voice 750 Duo Light;5517
5518;Jabra GN1900 USB Duo;5518
5519;Jabra GN2000 USB CIPC Duo;5519
5520;Jabra GN2000 Stereo USB NC;5520
5521;Jabra BIZ 2400 Duo USB;5521
5522;Jabra GN2100 3-в-1;5522
5523;Jabra GN2100 3-в-1;5523
5524;Jabra GN2100 3-в-1;5524
5525;Jabra GN2100 3-в-1;5525
5526;Jabra GN2100 3-в-1;5526
5527;Jabra GN2100 3-в-1;5527
5528;Jabra GN2100 3-в-1;5528
5529;Jabra GN2100 with Telecoil;5529
5530;Jabra GN2100 Duo;5530
5531;Jabra GN2100 Duo;5531
5532;Jabra GN2100 Duo;5532
5533;Jabra GN2100 Duo;5533
5534;Jabra GN2100 Duo VoIP;5534
5535;Jabra GN2100 Duo;5535
5536;Jabra GN2100 Duo;5536
5599;Jabra GN1900 Duo NC;5599
5600;Jabra GN1900 Mono NC;5600
5601;Jabra BIZ 2300 USB UC Duo;5601
5602;Jabra BIZ 2300 USB UC Mono;5602
5687;Plantronics Audio 995;5687
5688;Jabra PRO 930 USB;5688
5689;Jabra PRO 9450 EMEA;5689
5690;Jabra PRO 9460 Mono;5690
5691;Jabra PRO 9465 DUO;5691
5692;Jabra PRO 9470;5692
5693;Jabra PRO 9460 Duo ;5693
5694;Jabra SUPREME UC;5694
5695;Plantronics .Audio 326;5695
5696;Plantronics .Audio 345;5696
5697;Plantronics .Audio 355;5697
5698;Plantronics .Audio 478;5698
5699;Plantronics .Audio 622;5699
5700;Plantronics .Audio 628;5700
5701;Plantronics Audio 646 DSP;5701
5702;Plantronics .Audio 648;5702
5703;Plantronics .Audio 655 DSP;5703
5704;Plantronics CS530;5704
5705;Plantronics CS520;5705
5706;Plantronics CS520/HL10;5706
5707;Plantronics CS510;5707
5708;Plantronics CS510/HL10;5708
5709;Plantronics Blackwire C720-M;5709
5710;Plantronics Blackwire C720;5710
5711;Plantronics Blackwire C710-M;5711
5712;Plantronics Blackwire C710;5712
5713;Plantronics Blackwire 435;5713
5717;Plantronics CS530/HL10;5717
5718;Plantronics CS540/HL10;5718
5719;Plantronics CS540;5719
8299;Atcom H011A;8299
8300;Atcom H012A;8300
11110;Mairdi MRD-609S;11110
11111;Mairdi MRD-609DS;11111
11112;Mairdi MRD-805;11112
11113;Mairdi MRD-805 DUC;11113
11114;Mairdi MRD-M9;11114
11200;Mairdi MRD-QD004(A);11200
11773;Jabra Evolve 75 Stereo MS;11773
11775;Jabra Speak 710 MS;11775
11776;Jabra Speak 710 UC;11776
11777;Jabra Evolve 75 Stereo UC;11777
12103;Jabra Speak 810 MS;12103
12104;Jabra Speak 810 UC;12104
12105;Jabra Speak 410 MS;12105
12106;Jabra Speak 510 MS;12106
12761;Panasonic RP-TCA400E-K;12761
12762;Panasonic RP-TCA430E-S;12762
12875;Yealink YHS33;12875
13869;Snom A170;13869
13901;Snom A100M;13901
14693;Snom A150;14693
14842;Fanvil HT201 Mono;14842
14844;Fanvil HT202 Duo;14844
14916;Yealink CP900;14916
15043;Jabra EVOLVE 75e;15043
15044;Jabra EVOLVE 65e;15044
15046;Jabra EVOLVE 65t;15046
15047;Jabra Engage 50 Mono;15047
15048;Jabra Engage 50 Stereo;15048
15050;Jabra Engage 75 Mono;15050
15051;Jabra Engage 75 Stereo;15051
15053;Jabra Engage 65 Mono;15053
15054;Jabra Engage 65 Stereo;15054
15055;Jabra Evolve 65 Stereo Charging Stand MS/UC;15055
3872;Yeastar O2;3872
3873;Yeastar S2;3873
3874;Yeastar SO;3874
3876;Yeastar UMTS;3876
3877;Yeastar B2;3877
3969;Yealink RT10;3969
3970;Yealink EXP40;3970
3971;Yealink EXP39;3971
3972;Yealink EXP38;3972
4090;Fanvil C10;4090
4146;Escene ESM 32;4146
4274;Panasonic KX-NT305X;4274
4544;Snom Keypad;4544
4545;Snom Vision;4545
5054;Zycoo 4FXS;5054
5055;Zycoo PRI;5055
5056;Zycoo 4FXO;5056
5057;Zycoo 2FXOS;5057
5058;Zycoo 2FXS;5058
5059;Zycoo 2FXO;5059
5060;Zycoo 1FXOS;5060
5063;Zycoo 4BRI;5063
5064;Zycoo UMTS 3G;5064
5065;Zycoo 32EC;5065
6183;LG-Ericsson SBG-1K-CIU1.STG;6183
6184;LG-Ericsson SBG-1K-CIU2.STG;6184
6185;LG-Ericsson SBG-1K-CIU4.STG;6185
6186;LG-Ericsson SBG-1K-BRIU.STG;6186
6187;LG-Ericsson SBG-1K-BRI2.STG;6187
6188;LG-Ericsson SBG-1K-CSIU.STG;6188
6660;LG-Ericsson LIK-LGCM4;6660
6661;LG-Ericsson LIK-LGCM8;6661
6662;LG-ERICSSON LIK-PRIM;6662
6663;LG-Ericsson LIK-BRIM2;6663
6664;LG-ERICSSON LIK-BRIM4 ;6664
6665;LG-Ericsson LIK-VOIM8;6665
6666;LG-ERICSSON LIK-VOIM24;6666
6667;LG-Ericsson LIK-SLTM4;6667
6668;LG-ERICSSON LIK-SLTM8;6668
6669;LG-ERICSSON LIK-SLTM32;6669
6670;LG-Ericsson LIK-DTIM8;6670
6671;LG-ERICSSON LIK-DTIM24;6671
6672;LG-Ericsson LIK-WTIM4;6672
6673;LG-ERICSSON LIK-WTIM8;6673
6674;LG-ERICSSON LIK-MCIM;6674
6675;LG-ERICSSON LIK-VMIM;6675
6676;LG-Ericsson I300-POE8;6676
6677;LG-Ericsson I300-RSGM;6677
6764;LG-Ericsson LIK-ADPT;6764
6766;LG-ERICSSON LIK-MCKTE;6766
6809;LG-ERICSSON CM-LANU.STG;6809
6810;LG-ERICSSON CM-LCDU.STG;6810
6815;LG-ERICSSON CM-MDTM2;6815
6816;LG-ERICSSON CM-VPCM;6816
6817;LG-ERICSSON CM-ASLM;6817
6818;LG-ERICSSON CM-ASLM-MW;6818
6819;LG-ERICSSON CM-MATM.STG;6819
6820;LG-ERICSSON CM-COIU.STG;6820
6822;LG-ERICSSON CM-EMIU.STG;6822
6868;LG-ERICSSON CM-SYNU.STG;6868
6890;LG-ERICSSON 8800 DSS12.STGBK;6890
6891;LG-ERICSSON 8800 DSS12L.STGBK;6891
6892;LG-ERICSSON IP8800-BTMU.STGBK;6892
6893;LG-ERICSSON IP8800-WFMU.STGBK;6893
6912;LG-ERICSSON LIP-8012DSS;6912
6913;LG-ERICSSON LIP-8048DSS;6913
6914;LG-ERICSSON LIP-8012LSS;6914
6915;LG-ERICSSON LIP-8040LSS;6915
6916;LG-ERICSSON LIP-8000 BTMU;6916
7193;Mocet EDM;7193
7201;Atcom G01;7201
7204;Atcom AX-110S;7204
7205;Atcom AX-110X;7205
7206;Atcom AX-210S;7206
7207;Atcom AX-210X;7207
7208;Atcom AX-210XS;7208
7209;Atcom GX01;7209
7210;Atcom EC128;7210
7211;Atcom EC32;7211
7212;Atcom EC64;7212
7284;Atcom Rainbow E;7284
7402;Yeastar GM8;7402
7618;Atcom AX-2G4A;7618
7643;Atcom AX-1E;7643
7644;Atcom AX-400P;7644
7669;Atcom AX-4B;7669
7670;Atcom AX-2D;7670
7671;Atcom AX-4D;7671
7672;Atcom AX-4G;7672
7673;Atcom AX-4S;7673
7674;Atcom AX-800P;7674
7675;Atcom AX-1600P;7675
7676;Atcom AXE-1D;7676
7677;Atcom AXE-2D;7677
7678;Atcom AXE-400P;7678
7679;Atcom AXE-4D;7679
7681;Atcom AXE-800P;7681
8113;OpenVox VS-GWM400G;8113
8114;OpenVox VS-GWM800S;8114
8115;Yeastar TDM800;8115
8116;Yeastar YE110;8116
8134;OpenVox VS-1202;8134
8135;OpenVox VS-1600;8135
8136;OpenVox VS-2120;8136
8255;Atcom AX-4E;8255
8256;Atcom AXE-1600P;8256
8298;Atcom EX-20;8298
8330;Atcom AX-1D;8330
8533;RTX G.729;8533
8544;OpenVox FXO100;8544
8545;OpenVox FXS100;8545
8546;OpenVox FXS400;8546
8547;OpenVox FXO400;8547
8548;OpenVox FXO401;8548
8549;OpenVox FXO402;8549
8550;OpenVox FXS402;8550
8551;OpenVox FXS401;8551
8552;OpenVox FXOS200;8552
9153;LG-Ericsson LIP-9012DSS;9153
9154;LG-Ericsson LIP-9024DSS;9154
9155;LG-Ericsson LIP-9024LSS;9155
9161;LG-Ericsson LIP-9000BTMU;9161
9319;Yealink EXP20;9319
10053;Avaya 1100 Series Expansion Module;10053
10066;Avaya 1200 Series Expansion Module;10066
10109;Avaya IP500 Digital Station 8 Card;10109
10110;Avaya IP500 Analog Phone 2 (8) Card;10110
10111;Avaya IP500 VCM Card;10111
10113;Avaya IP500 4-Port Expansion Card;10113
10116;Avaya IP500 Legacy Card Carrier;10116
10119;Avaya IP500 UCM;10119
10121;Avaya IP500 Combination Card with 4 Analog Trunks;10121
10122;Avaya IP500 Combination Card with 2 BRI trunks;10122
10124;Avaya IP500 Analog Trunk Card;10124
10125;Avaya IP500 Universal PRI Trunk Card;10125
10127;Avaya IP500 BRI Trunk Card (Euro ISDN);10127
10128;Avaya IP500 Analog Trunk 16 Module;10128
10129;Avaya IP500 Phone Expansion Module;10129
10130;Avaya IP500 Digital Station Module;10130
11036;Panasonic KX-HDV20RU;11036
11037;Panasonic KX-NT303X-B ;11037
11038;Panasonic KX-NT505X;11038
11039;Panasonic KX-NT307X;11039
11058;Panasonic KX-NS520RU;11058
11060;Panasonic KX-TDE620BX;11060
11083;Snom D3;11083
11084;Snom D7;11084
11085;Snom Expansion Module;11085
11106;Grandstream GXP2200 EXT;11106
11127;Panasonic KX-DT390RU-B;11127
11128;Panasonic KX-DT590RU;11128
11129;Panasonic KX-T7740X;11129
11130;Yealink EHS36;11130
11136;Yealink WF40;11136
11313;Yeastar WM1;11313
11314;Yeastar GM8W;11314
11315;Yeastar GM1;11315
11980;Yealink EXP50;11980
12011;Yeastar EX08;12011
12014;Yeastar EX30;12014
12043;OpenVox VS-GWM400W;12043
12044;Atcom Rainbow ET;12044
12046;OpenVox A1200P;12046
12063;OpenVox A1610E;12063
12065;OpenVox A1610P;12065
12066;OpenVox EC2032;12066
12067;OpenVox A2410E;12067
12068;OpenVox A2410P;12068
12070;OpenVox A400E;12070
12072;OpenVox A400M;12072
12073;OpenVox A400P;12073
12074;OpenVox A800E;12074
12076;OpenVox A800P;12076
12077;OpenVox A810E;12077
12079;OpenVox A810P;12079
12080;OpenVox A810EF;12080
12110;Grandstream GXP 2000 EXT;12110
12588;Panasonic KX-NCP1170XJ ;12588
12589;Panasonic KX-NCP1171XJ ;12589
12590;Panasonic KX-NCP1172XJ ;12590
12596;Panasonic KX-NCP1173XJ ;12596
12597;Panasonic KX-NCP1190XJ;12597
12598;Panasonic KX-NCP1290СJ;12598
12600;Panasonic KX-TDA0174XJ;12600
12613;Panasonic KX-TDA0177XJ;12613
12614;Panasonic KX-TDA0180X;12614
12615;Panasonic KX-TDA0181X;12615
12616;Panasonic KX-TDA0188XJ;12616
12617;Panasonic KX-TDA0190XJ;12617
12618;Panasonic KX-TDA0191XJ;12618
12619;Panasonic KX-TDA0193XJ;12619
12621;Panasonic KX-TDA0194XJ;12621
12623;Panasonic KX-TDA0196XJ;12623
12624;Panasonic KX-TDA0290CJ;12624
12625;Panasonic KX-TDA1178X;12625
12626;Panasonic KX-TDA6110XJ;12626
12627;Panasonic KX-TDA6111XJ;12627
12628;Panasonic KX-TDA6166XJ;12628
12629;Panasonic KX-TDA6178XJ;12629
12630;Panasonic KX-TDA6381X;12630
12631;Panasonic KX-TDA6382X;12631
12632;Panasonic KX-TDE0101RU;12632
12636;Panasonic KX-TDE0105XJ;12636
12637;Panasonic KX-TDE0110XJ;12637
12638;Panasonic KX-TDE0111XJ;12638
12639;Panasonic KX-TDE6101RU;12639
12641;Panasonic KX-TE82460X;12641
12642;Panasonic KX-TE82474X;12642
12644;Panasonic KX-TE82480X;12644
12645;Panasonic KX-TE82491X;12645
12646;Panasonic KX-TE82494X;12646
12647;Panasonic KX-TDA0173XJ;12647
12648;Panasonic KX-TDA0172XJ;12648
12649;Panasonic KX-TDA0171XJ;12649
12650;Panasonic KX-TDA0170XJ;12650
12652;Panasonic KX-TDA0161XJ;12652
12653;Panasonic KX-TDA0144XJ;12653
12663;Panasonic KX-NS5170X;12663
12664;Panasonic KX-NS5171X;12664
12671;Panasonic KX-NS5172X;12671
12674;Panasonic KX-NS5173X;12674
12676;Panasonic KX-NS5174X;12676
12677;Panasonic KX-NS5180X;12677
12681;Panasonic KX-NS5290CE;12681
12683;Panasonic KX-NS5162X;12683
12686;Panasonic KX-NS5136X;12686
12721;Panasonic KX-NT303X;12721
12723;Panasonic KX-NT305X-B;12723
12728;Panasonic KX-NS8188X;12728
12730;Panasonic KX-NS8290CE;12730
12735;Panasonic KX-NS5135X;12735
12736;Panasonic KX-NS5134X;12736
12740;Panasonic KX-NS5112X;12740
12741;Panasonic KX-NS5111X;12741
12742;Panasonic KX-NS5110X;12742
12743;Panasonic KX-NS0290CE;12743
12744;Panasonic KX-NS0280X;12744
12745;Panasonic KX-NS0161X;12745
12746;Panasonic KX-NS0137X;12746
12747;Panasonic KX-NS0136X;12747
12748;Panasonic KX-NS0135X;12748
12751;Panasonic KX-NS0132X;12751
12752;Panasonic KX-NS0130X;12752
12754;Panasonic KX-NS0112X;12754
12755;Panasonic KX-NS0111X;12755
12756;Panasonic KX-NS0110X;12756
12757;Panasonic KX-NSX2138X;12757
12758;Panasonic KX-NSX2137X;12758
12759;Panasonic KX-NSX2136X;12759
12760;Panasonic KX-NSX2135X;12760
13863;Snom D7 White;13863
14276;Htek UC46;14276
14423;Escene BWM36;14423
14912;Grandstream GBX20;14912
16017;Yealink EXP43;yealink-exp43
16019;Yealink WF50;yealink-wf50
16021;Yealink BT41;yealink-bt41
16022;Yealink DD10K;yealink-dd10k
16024;Yealink EHS40;yealink-ehs40
3703;Motorola CP140;3703
3704;Motorola CP040;3704
